Density_uncert,Density_values,Dyn_G_horz_uncert,Dyn_G_horz_values,Dyn_G_vert_uncert,Dyn_G_vert_values,Eff_Por_uncert,Eff_Por_values,KIC_uncert,KIC_values,MD,Perm_uncert,Perm_values,Pois_xy_uncert,Pois_xy_values,Pois_zx_uncert,Pois_zx_values,RHOB_Recon_uncert,RHOB_Recon_values,Static_E_horz_uncert,Static_E_horz_values,Static_E_vert_uncert,Static_E_vert_values,Tensile_Strength_uncert,Tensile_Strength_values,VPV_Recon_uncert,VPV_Recon_values,unique_well_id
0.0,2.542,317096.7123843359,2554673.734126005,260054.05033464063,1932392.717073157,0.005013668868792175,0.05224434107969479,110.98238531445669,2629.370084742648,5564.0,70.89388400479656,1149.217805926454,0.029477590880630507,0.19121350801815287,0.029477590880630507,0.19121350801815287,0.0,2.542,604919.6505611202,6086323.721340145,514426.96925030794,4603784.614746891,107.01331248264533,1606.2735665799494,468.2075451920661,15086.993643558742,BUCHANAN_42_WDVG_Petrophysic
0.0,2.538,315949.8277540948,2560163.8186442875,263550.6066748288,1964944.576945113,0.005013434239289863,0.052882097908577064,110.97828990914873,2656.1223736996435,5564.5,70.88350903917392,1170.8432015401859,0.02947786196826083,0.19647867239612501,0.02947786196826083,0.19647867239612501,0.0,2.538,604911.802089264,6126362.813696221,523764.22457773547,4702028.557510508,106.98490421719508,1603.1694936836436,467.868282022468,15097.35577781116,BUCHANAN_42_WDVG_Petrophysic
0.0,2.537,314904.5316973665,2562945.8588757007,267954.1174361928,2003073.6390662203,0.005013172906199613,0.052946939429901224,110.9624792424195,2675.8309915724094,5565.0,70.84659658519668,1161.9880945964728,0.029477876991119326,0.20087664120030943,0.029477876991119326,0.20087664120030943,0.0,2.537,604881.5041462835,6155563.629169787,534686.0135933013,4810888.6875174465,106.8751706487944,1607.302786935848,467.9528731560324,15160.620112485996,BUCHANAN_42_WDVG_Petrophysic
0.0,2.535,315582.608697755,2566406.7957782615,272235.8082106706,2030868.6218076886,0.005013027076354038,0.053245845810352035,110.95816545976159,2668.377939081899,5565.5,70.83498850811932,1169.9328640134622,0.029478006865949948,0.19888131979713755,0.029478006865949948,0.19888131979713755,0.0,2.535,604873.2381409266,6153634.33291797,542359.7739895716,4869540.907294791,106.84521408719122,1606.8002308156404,468.02459895808477,15178.892360784394,BUCHANAN_42_WDVG_Petrophysic
0.0,2.532,316109.15201424237,2546108.31414403,269163.9037151269,1990976.099679906,0.0050131726483577665,0.05386474966346114,110.97854756969497,2649.0665582721713,5566.0,70.8773626720766,1207.8212293338238,0.02947831438087865,0.19357147923527063,0.02947831438087865,0.19357147923527063,0.0,2.532,604912.2958667347,6077924.533612222,534725.8227323043,4752744.5768340295,106.98669170163937,1597.1239940236032,467.834575689129,15095.813662661567,BUCHANAN_42_WDVG_Petrophysic
0.0,2.527,317306.88113207836,2541074.3456604406,265948.4355106733,1957111.633002125,0.005013291583225698,0.05484014120091849,111.00406288039153,2633.728981979854,5566.5,70.92743822570144,1263.4585716810986,0.029478827471661136,0.18835316459719506,0.029478827471661136,0.18835316459719506,0.0,2.527,604961.1967725194,6039387.480284662,526042.208416032,4651479.6050961185,107.16357349968901,1583.7754946649868,467.4881396380269,14992.994759380053,BUCHANAN_42_WDVG_Petrophysic
0.0,2.525,317865.9457853783,2537069.0745153534,262835.62136978307,1929468.1941794963,0.005013400693192005,0.05525877530427294,111.01915493949792,2625.779774274545,5567.0,70.9581304129023,1290.5276371707969,0.029479067301946656,0.18566484641870276,0.029479067301946656,0.18566484641870276,0.0,2.525,604990.1246148648,6016227.229177774,518690.4631673212,4575405.220243208,107.26807919107183,1576.8757424654807,467.2707234708169,14933.449470234787,BUCHANAN_42_WDVG_Petrophysic
0.0,2.523,316174.67182227294,2502385.214665962,259128.75061596886,1888687.1750241304,0.005013430336059044,0.055644339256098976,111.02837488237071,2632.0742216203566,5567.5,70.97535413765391,1312.5531309022683,0.029479287488276645,0.18629403875419115,0.029479287488276645,0.18629403875419115,0.0,2.523,605007.7982791658,5937129.325649715,513309.4127035714,4481076.673605239,107.33188004431055,1571.693537533239,466.97024952035815,14894.917996711605,BUCHANAN_42_WDVG_Petrophysic
0.0,2.525,315397.5960978241,2509524.780885564,265006.11994273675,1938287.2557719287,0.00501320491564923,0.05517113767579815,111.00431339181664,2644.929589904126,5568.0,70.9242140632491,1276.7006818373807,0.029478998322480087,0.19030408120462716,0.029478998322480087,0.19030408120462716,0.0,2.525,604961.6769217761,5974195.17714447,526758.8500722272,4614302.462184488,107.16530889389945,1581.5185665444515,467.3321923209279,14989.554701581968,BUCHANAN_42_WDVG_Petrophysic
0.0,2.526,313237.6243050276,2500502.857244077,270736.51672666054,1983595.1373851032,0.005012843281951402,0.0548177769983505,110.97358899473815,2672.071409163246,5568.5,70.857271117745,1240.950898319362,0.0294787728802872,0.19689410197494808,0.0294787728802872,0.19689410197494808,0.0,2.526,604902.7934457759,5985674.243613883,542057.4307897553,4748306.641284834,106.95228775713467,1592.583660632359,467.6937474096796,15112.807779029501,BUCHANAN_42_WDVG_Petrophysic
0.0,2.526,311268.00908482046,2482267.977697126,276755.2164886514,2023468.7200762478,0.005012440763228891,0.05462529947564228,110.94316787013335,2691.9400178757196,5569.0,70.79219284354328,1211.8080579936664,0.029478634151819894,0.20131151361024177,0.029478634151819894,0.20131151361024177,0.0,2.526,604844.501607382,5963954.202947137,557535.0363222454,4861632.541715551,106.74100872009089,1602.7632976536356,468.0392339643538,15239.373713977779,BUCHANAN_42_WDVG_Petrophysic
0.0,2.527,309981.1527449333,2475658.585806382,280595.8432749103,2053421.8005769225,0.005012173226235261,0.054312564018232055,110.91982867063108,2708.278435251984,5569.5,70.74609700314576,1183.4402177875254,0.02947845043934037,0.20510415189513145,0.02947845043934037,0.20510415189513145,0.0,2.527,604799.786919711,5966852.880860201,567640.9924049882,4949174.274934452,106.5786700980889,1611.6303416647083,468.239237031667,15338.817304311717,BUCHANAN_42_WDVG_Petrophysic
0.0,2.532,311018.7230859763,2503914.186445091,282112.3546921736,2080385.7881015344,0.005012257769492993,0.053434314481492606,110.91078069439793,2703.1815357419605,5570.0,70.73273318615453,1143.7039815139644,0.02947803883467121,0.2057490257972908,0.02947803883467121,0.2057490257972908,0.0,2.532,604782.4538864049,6038184.181972368,569461.163530613,5016846.274571908,106.51567845497728,1619.6592432712828,468.3187966450979,15378.235093769144,BUCHANAN_42_WDVG_Petrophysic
0.0,2.534,310918.05279472313,2492059.1959960256,271443.3377550791,1998397.6789301662,0.005012769407456045,0.053310652982208356,110.94238908819901,2694.002071611642,5570.5,70.79996838180705,1161.3047174232236,0.029478019274895063,0.20423662145305674,0.029478019274895063,0.20423662145305674,0.0,2.534,604843.0094701898,6002057.89329455,547374.511888321,4813087.338388987,106.73559523976638,1610.9670413043377,468.0840146276808,15243.263754892323,BUCHANAN_42_WDVG_Petrophysic
0.0,2.534,310751.0585081497,2469854.444571478,255576.61121799576,1912128.57828992,0.005013227731442032,0.053527638116716715,110.97610935424908,2682.4310752583947,5571.0,70.87550616337987,1193.9567569015312,0.02947815108167386,0.20127996427652542,0.02957395016551287,0.20114883373400402,0.0,2.534,604907.623330703,5933973.317886085,525883.014795561,4593502.023524793,106.9697758890017,1599.6447812338852,467.6659503460524,15102.550936742688,BUCHANAN_42_WDVG_Petrophysic
0.0,2.534,311548.71658251534,2460554.6056954474,254910.15194465575,1858775.7432096873,0.005013539101656208,0.053672554523626556,110.99901370632476,2664.07906565584,5571.5,70.92959938629467,1216.273598253424,0.02947824063339444,0.19673419288514923,0.02947824063339444,0.19673419288514923,0.0,2.534,604951.5192911271,5889259.660193555,511543.65758999577,4448920.977609077,107.12859066557161,1592.0830593158114,467.36502207332364,15010.012040919994,BUCHANAN_42_WDVG_Petrophysic
0.0,2.535,310724.033897955,2437466.334967016,250595.94650934087,1818360.2332524143,0.005013681186406485,0.05355394815847859,111.00612381841984,2661.5524995201868,5572.0,70.9483677349228,1217.1139356044769,0.029478190641297374,0.19609541001420985,0.029478190641297374,0.19609541001420985,0.0,2.535,604965.1469440282,5830884.590636412,503572.46700905246,4349864.6574911615,107.17784973410208,1590.750228697264,467.27459162191485,14981.85300980908,BUCHANAN_42_WDVG_Petrophysic
0.0,2.536,310721.4972788552,2435704.548250685,251770.3186599705,1825429.2003963722,0.005013656093927949,0.05335701270999835,111.00096900679313,2658.178840722944,5572.5,70.93680482805678,1205.769083758828,0.029478094326040552,0.19578863792426954,0.029478094326040552,0.19578863792426954,0.0,2.536,604955.266876907,5825175.64827727,505943.6804185866,4365654.994338333,107.14213898857308,1593.4971124503152,467.40045734937235,15003.212047242165,BUCHANAN_42_WDVG_Petrophysic
0.0,2.539,313205.3520817346,2505432.0458204104,257780.44049759448,1902084.6831555765,0.005013566159269658,0.05276164916796986,110.98462900957658,2661.3412282611253,5573.0,70.90005371223202,1171.3500240721482,0.02947781196797923,0.19776863567648825,0.02947781196797923,0.19776863567648825,0.0,2.539,604923.950478411,6001855.846604932,515476.9871229169,4556514.7517688,107.02887338766207,1601.929123743033,467.6890420220489,15070.001892181088,BUCHANAN_42_WDVG_Petrophysic
0.0,2.545,315085.09029276925,2573236.328517146,263905.0028958377,1983459.1808544574,0.005013467315084876,0.051609307217231046,110.95857042489648,2669.7152052614792,5573.5,70.84073085906701,1109.7331875513842,0.029477311132636533,0.20184716724339705,0.029477311132636533,0.20184716724339705,0.0,2.545,604874.014120155,6185273.584152263,526195.8493718368,4767629.595705677,106.8480266281175,1616.6231301261566,468.09014077139466,15178.34467471911,BUCHANAN_42_WDVG_Petrophysic
0.0,2.553,317592.1131378324,2646084.5938213984,270747.4500106997,2071824.5760527316,0.005013400466581068,0.05010183757106887,110.92970867696064,2668.5091803816135,5574.0,70.77160184163759,1034.5096432273597,0.029476735427588236,0.20452361967715446,0.029476735427588236,0.20452361967715446,0.0,2.553,604818.7149045417,6374542.785843408,537367.6382382074,4991123.275366245,106.6474176689137,1634.4005503849755,468.517457326473,15302.27564552713,BUCHANAN_42_WDVG_Petrophysic
0.0,2.561,319524.8504309785,2703090.923300489,276071.5925990696,2142445.3642023266,0.005013365902403593,0.04860938897573675,110.90430328428978,2665.573900634016,5574.5,70.70740700655868,964.4052032718739,0.029476243534549206,0.2068277013028418,0.029476243534549206,0.2068277013028418,0.0,2.561,604770.0458003355,6524330.010758611,546052.45767682,5171124.828094448,106.47056325716055,1651.0835335972665,468.82865281701083,15414.196283167936,BUCHANAN_42_WDVG_Petrophysic
0.0,2.563,318637.15157795884,2689390.3826753786,274102.8754629573,2124470.9486490465,0.005013410294104646,0.048260964951949245,110.90168193501557,2667.5499596454433,5575.0,70.69905476622688,950.6857469201478,0.029476138846847338,0.20781145074625387,0.029476138846847338,0.20781145074625387,0.0,2.563,604765.0244937718,6496552.999444343,543216.1731203845,5131920.67711215,106.45230085937307,1653.9758604123424,468.8626600602424,15425.992246615833,BUCHANAN_42_WDVG_Petrophysic
0.0,2.555,316193.3228914431,2626222.2851528856,269553.4420368937,2058005.3883077092,0.005013395242693324,0.04973149721627813,110.92348578445853,2674.160650436739,5575.5,70.75630737901942,1017.0954598941275,0.02947660610388303,0.20642380521364065,0.02947660610388303,0.20642380521364065,0.0,2.555,604806.7930423082,6336674.165182014,536875.2185183435,4965653.383424725,106.60412167079211,1638.4613556849208,468.55482387600614,15328.708457974093,BUCHANAN_42_WDVG_Petrophysic
0.0,2.537,314432.487286903,2561084.097999078,266355.9340967654,1992966.1108912462,0.005013227596711387,0.05297500445040498,110.96646306219976,2682.4826100792166,5576.0,70.85625327504036,1166.2148666914554,0.02947789164607931,0.20237801858965324,0.02947789164607931,0.20237801858965324,0.0,2.537,604889.1380668356,6158782.4463872025,532234.9471899901,4792597.287059488,106.90282939967628,1605.8456356746312,467.8080786759739,15142.56113323714,BUCHANAN_42_WDVG_Petrophysic
0.0,2.52,313960.8933653411,2529580.3815446547,262722.67807950603,1989137.9304726564,0.00501282469044216,0.055916712592965684,110.99228589316209,2691.3474788744074,5576.5,70.88540539169315,1297.2831550860797,0.029479376522930142,0.1991088618166222,0.029245694722770024,0.1968144489046684,0.0,2.52,604938.6248956233,6066484.504375336,537719.050782775,4761258.03210801,107.08196221769416,1580.215320241109,467.2539618631131,15033.717889705638,BUCHANAN_42_WDVG_Petrophysic
0.0,2.514,313334.74815921934,2515763.1214176947,262687.7751170306,1984594.2948560014,0.005012662291867664,0.05694285796447744,111.00032986411973,2700.773769634793,5577.0,70.88432279565248,1343.0882197719066,0.029479971151795317,0.1992670538022426,0.02900561565312017,0.1953682736655858,0.0,2.514,604954.0418727506,6034143.6533738645,538844.9516240549,4744642.112337178,107.13771051616455,1571.5808793270674,467.0923999328899,15000.673013378293,BUCHANAN_42_WDVG_Petrophysic
0.0,2.526,313554.5316495826,2547736.6156733218,264977.32826626545,2022840.1375387108,0.005012772892349875,0.05478646492528924,110.96826959102799,2703.25258678759,5577.5,70.84606742506148,1236.1626725043407,0.0294787486196863,0.20358706405059532,0.02926467626307727,0.2013410112107271,0.0,2.526,604892.5998526693,6132845.666464906,543606.0099863714,4860241.632696802,106.91536968589622,1594.2396749745103,467.67158405570234,15133.254037001177,BUCHANAN_42_WDVG_Petrophysic
0.0,2.543,315665.00164767506,2615649.5461694333,277962.97095547843,2109126.6556643574,0.005012867152789249,0.05170033276800723,110.9219292654537,2691.1095239282668,5578.0,70.75939661276597,1087.0377411082966,0.029477325566624597,0.20672801147111589,0.029477325566624597,0.20672801147111589,0.0,2.543,604803.8111198234,6312755.151108733,555027.5723957659,5090284.43026115,106.59328976427204,1626.8185642952878,468.31122480920027,15331.214487320649,BUCHANAN_42_WDVG_Petrophysic
0.0,2.551,316431.7284067478,2641169.0052122953,282698.300564092,2159802.6834588773,0.005012838342846624,0.05021290517310177,110.8964980011702,2683.3980679545875,5578.5,70.70242815588458,1015.5079127159621,0.029476762783504248,0.20801368642771748,0.029476762783504248,0.20801368642771748,0.0,2.551,604755.0946736366,6381136.612930265,563839.8295314882,5218142.40320327,106.41617750941556,1643.478772695069,468.55511308660857,15443.267162213902,BUCHANAN_42_WDVG_Petrophysic
0.0,2.546,315065.01947828475,2608687.51998089,282061.47126291343,2137850.9327198016,0.005012716519646868,0.05107726323580927,110.90236288658984,2690.102799873077,5579.0,70.71757901244804,1050.6558815547842,0.029477075350532664,0.20775413265428364,0.029477075350532664,0.20775413265428364,0.0,2.546,604766.3288782116,6301306.266121148,564300.776026383,5163996.59798231,106.45704516774326,1636.444243739823,468.4489319219985,15416.263080235747,BUCHANAN_42_WDVG_Petrophysic
0.0,2.539,313997.3177665381,2582707.2386400024,281930.2115489938,2121894.702249614,0.005012541944009683,0.0522837300366497,110.91050398350761,2700.173111800293,5579.5,70.73535964010325,1100.5674012946479,0.02947755040495845,0.20751274100201492,0.02947755040495845,0.20751274100201492,0.0,2.539,604781.9238111513,6237303.793871869,565443.8000101682,5124429.776062172,106.51375149893254,1626.6611613543546,468.32127476837627,15379.448865188231,BUCHANAN_42_WDVG_Petrophysic
0.0,2.531,313861.7991861093,2573687.423583872,282768.84150430054,2119388.443004798,0.005012353900079579,0.05366556334526578,110.92097409273386,2708.6432440520957,5580.0,70.75276091966074,1159.702637853175,0.02947815377395088,0.20659951485766934,0.02947815377395088,0.20659951485766934,0.0,2.531,604801.9812481134,6210819.99338317,567292.9706809053,5114506.134249081,106.58664219185641,1615.145082907338,468.1968444271994,15333.331795157037,BUCHANAN_42_WDVG_Petrophysic
0.0,2.53,313793.0990098047,2574062.2349631153,273406.27311027556,2100176.976244784,0.005012451252054913,0.05389609644626702,110.9313237233984,2712.2571844225567,5580.5,70.77304188847151,1175.7225127282961,0.02947827179589965,0.20696921784218872,0.029472308834981188,0.20611966940416887,0.0,2.53,604821.8090930313,6213627.764821094,561336.3504927164,5066129.520557212,106.65865193680764,1610.655048906635,468.1123056762779,15288.994409782612,BUCHANAN_42_WDVG_Petrophysic
0.0,2.53,313574.0852803252,2548190.930365881,264246.65282391733,2016528.7943708235,0.005012897304990133,0.054109842388131636,110.96458516806678,2696.935351425606,5581.0,70.84452982655775,1207.7259972056395,0.029478412403895617,0.2035429918622544,0.02940334691428124,0.20224106170938266,0.0,2.53,604885.5395649902,6133714.672337628,541754.7935630506,4848707.43742384,106.88979237756985,1599.4268236764863,467.7245142350375,15148.604810363806,BUCHANAN_42_WDVG_Petrophysic
0.0,2.531,315099.9810262386,2517210.07836245,262515.51931621844,1929713.9491377464,0.005013412780986086,0.054165367725074416,110.99966256396209,2647.03887715985,5581.5,70.92611200574297,1235.198643077121,0.029478480080443095,0.19264054664550045,0.029478480080443095,0.19264054664550045,0.0,2.531,604952.7629058127,6004253.60775951,522324.6118846319,4602910.198338178,107.13308677891163,1588.9341138331185,467.3743950749303,15007.715257649712,BUCHANAN_42_WDVG_Petrophysic
0.0,2.524,313565.41098253353,2433028.0892049638,253260.1787025125,1815390.7369758033,0.005013605923036145,0.05554313017070342,111.03823281105583,2624.111969535403,5582.0,71.0024929868986,1316.1879263744968,0.02947924505801437,0.18472984816827595,0.02947924505801437,0.18472984816827595,0.0,2.524,605026.6959478025,5764961.997425894,504320.0618091653,4301495.184366876,107.40005960975219,1569.4286314178382,466.76951209640583,14856.07510855163,BUCHANAN_42_WDVG_Petrophysic
