Well,UWI,Surface,MD,iLayer
OLDHAM 41 1,4.2227E+13,SPRBU,5423.69,0
OLDHAM 41 1,4.2227E+13,SPRBM,5719.96,1
OLDHAM 41 1,4.2227E+13,SPRBL,5953.55,2
OLDHAM 41 1,4.2227E+13,JMLL,6276.55,3
OLDHAM 41 1,4.2227E+13,SPRBLSH,6360.91,4
OLDHAM 41 1,4.2227E+13,DEAN,6630.32,5
OLDHAM 41 1,4.2227E+13,WFMPA,6747.31,6
OLDHAM 41 1,4.2227E+13,WFMPB,7044.14,7
OLDHAM 41 1,4.2227E+13,WFMPC,7332.37,8
OLDHAM 41 1,4.2227E+13,CLINE,7886.11,9
OLDHAM 41 1,4.2227E+13,STRN,8241.99,10
