Well,UWI,Surface,MD,iLayer
OLDHAM 1,4.22273E+13,SPRBU,5283.34,0
OLDHAM 1,4.22273E+13,SPRBM,5592.01,1
OLDHAM 1,4.22273E+13,SPRBL,5822.5,2
OLDHAM 1,4.22273E+13,JMLL,6141.87,3
OLDHAM 1,4.22273E+13,SPRBLSH,6219.31,4
OLDHAM 1,4.22273E+13,DEAN,6494.5,5
OLDHAM 1,4.22273E+13,WFMPA,6607.19,6
OLDHAM 1,4.22273E+13,WFMPB,6853.46,7
OLDHAM 1,4.22273E+13,WFMPC,7163.13,8
OLDHAM 1,4.22273E+13,CLINE,7743.28,9
OLDHAM 1,4.22273E+13,STRN,8086,10
