Well,UWI,Surface,MD,iLayer
GRIFFIN 1,4.22273E+13,SPRBU,5242.25,0
GRIFFIN 1,4.22273E+13,SPRBM,5561.21,1
GRIFFIN 1,4.22273E+13,SPRBL,5780.84,2
GRIFFIN 1,4.22273E+13,JMLL,6135.69,3
GRIFFIN 1,4.22273E+13,SPRBLSH,6220.04,4
GRIFFIN 1,4.22273E+13,DEAN,6480.53,5
GRIFFIN 1,4.22273E+13,WFMPA,6602.9,6
GRIFFIN 1,4.22273E+13,WFMPB,6814.69,7
GRIFFIN 1,4.22273E+13,WFMPC,7185.62,8
GRIFFIN 1,4.22273E+13,CLINE,7745.23,9
GRIFFIN 1,4.22273E+13,STRN,8021.76,10
