Well,UWI,Surface,MD,iLayer
COHIBA_1,4.22274E+13,SPRBU,5580.37,0
COHIBA_1,4.22274E+13,SPRBM,5850.44,1
COHIBA_1,4.22274E+13,SPRBL,6077.83,2
COHIBA_1,4.22274E+13,JMLL,6409.13,3
COHIBA_1,4.22274E+13,SPRBLSH,6499.26,4
COHIBA_1,4.22274E+13,DEAN,6783.52,5
COHIBA_1,4.22274E+13,WFMPA,6887.28,6
COHIBA_1,4.22274E+13,WFMPB,7094.48,7
COHIBA_1,4.22274E+13,WFMPC,7418.73,8
COHIBA_1,4.22274E+13,CLINE,7819.71,9
COHIBA_1,4.22274E+13,STRN,7962.51,10
