Well,MD,Class 1,Class 2,Class 3,Class 3b,Class 4,MD(ft)
PEL_NQ_APO-1003,2734.797849,1,0,0,0,0,8972.434175
PEL_NQ_APO-1003,2734.798527,0,1,0,0,0,8972.436398
PEL_NQ_APO-1003,2734.805643,0,0,1,0,0,8972.459746
PEL_NQ_APO-1003,2734.821646,3,0,0,0,0,8972.512248
PEL_NQ_APO-1003,2735.624828,3,0,0,0,0,8975.147362
PEL_NQ_APO-1003,2735.630888,0,0,0,1,0,8975.167241
PEL_NQ_APO-1003,2735.631773,1,0,0,0,0,8975.170147
PEL_NQ_APO-1003,2735.63279,0,1,0,0,0,8975.173482
PEL_NQ_APO-1003,2735.643464,0,0,1,0,0,8975.208504
PEL_NQ_APO-1003,2736.020444,0,0,0,2,0,8976.445312
PEL_NQ_APO-1003,2736.428011,3,0,0,0,0,8977.782477
PEL_NQ_APO-1003,2736.465698,1,0,0,0,0,8977.90612
PEL_NQ_APO-1003,2736.467053,0,1,0,0,0,8977.910567
PEL_NQ_APO-1003,2736.481286,0,0,1,0,0,8977.957262
PEL_NQ_APO-1003,2736.881331,0,0,0,1,0,8979.269747
PEL_NQ_APO-1003,2737.231194,3,0,0,0,0,8980.417591
PEL_NQ_APO-1003,2737.299622,1,0,0,0,0,8980.642093
PEL_NQ_APO-1003,2737.301316,0,1,0,0,0,8980.647651
PEL_NQ_APO-1003,2737.319107,0,0,1,0,0,8980.70602
PEL_NQ_APO-1003,2738.034377,3,0,0,0,0,8983.052706
PEL_NQ_APO-1003,2738.037139,0,3,0,0,0,8983.061766
PEL_NQ_APO-1003,2738.131775,0,0,0,1,0,8983.372253
PEL_NQ_APO-1003,2738.133547,1,0,0,0,0,8983.378065
PEL_NQ_APO-1003,2738.13558,0,1,0,0,0,8983.384735
PEL_NQ_APO-1003,2738.156929,0,0,1,0,0,8983.454779
PEL_NQ_APO-1003,2738.83756,3,0,0,0,0,8985.68782
PEL_NQ_APO-1003,2738.967471,1,0,0,0,0,8986.114038
PEL_NQ_APO-1003,2738.969843,0,1,0,0,0,8986.12182
PEL_NQ_APO-1003,2738.99475,0,0,1,0,0,8986.203537
PEL_NQ_APO-1003,2739.382219,0,0,0,1,0,8987.47476
PEL_NQ_APO-1003,2739.640743,3,0,0,0,0,8988.322935
PEL_NQ_APO-1003,2739.801396,1,0,0,0,0,8988.850011
PEL_NQ_APO-1003,2739.804106,0,1,0,0,0,8988.858904
PEL_NQ_APO-1003,2739.832572,0,0,1,0,0,8988.952295
PEL_NQ_APO-1003,2740.443926,3,0,0,0,0,8990.958049
PEL_NQ_APO-1003,2740.632663,0,0,0,1,0,8991.577266
PEL_NQ_APO-1003,2740.63532,1,0,0,0,0,8991.585983
PEL_NQ_APO-1003,2740.63837,0,1,0,0,0,8991.595988
PEL_NQ_APO-1003,2740.670393,0,0,1,0,0,8991.701053
PEL_NQ_APO-1003,2741.146298,0,2,0,0,0,8993.26242
PEL_NQ_APO-1003,2741.247109,3,0,0,0,0,8993.593164
PEL_NQ_APO-1003,2741.469244,1,0,0,0,0,8994.321956
PEL_NQ_APO-1003,2741.472633,0,1,0,0,0,8994.333073
PEL_NQ_APO-1003,2741.508215,0,0,1,0,0,8994.449811
PEL_NQ_APO-1003,2741.883107,0,0,0,1,0,8995.679772
PEL_NQ_APO-1003,2742.050291,3,0,0,0,0,8996.228278
PEL_NQ_APO-1003,2742.303169,1,0,0,0,0,8997.057929
PEL_NQ_APO-1003,2742.306896,0,1,0,0,0,8997.070157
PEL_NQ_APO-1003,2742.346036,0,0,1,0,0,8997.19857
PEL_NQ_APO-1003,2742.853474,3,0,0,0,0,8998.863393
PEL_NQ_APO-1003,2743.13355,0,0,0,1,0,8999.782278
PEL_NQ_APO-1003,2743.137093,1,0,0,0,0,8999.793901
PEL_NQ_APO-1003,2743.141159,0,1,0,0,0,8999.807241
PEL_NQ_APO-1003,2743.183858,0,0,1,0,0,8999.947328
PEL_NQ_APO-1003,2743.656657,3,0,0,0,0,9001.498507
PEL_NQ_APO-1003,2743.933395,0,0,0,2,0,9002.406441
PEL_NQ_APO-1003,2743.971018,1,0,0,0,0,9002.529874
PEL_NQ_APO-1003,2743.975423,0,1,0,0,0,9002.544326
PEL_NQ_APO-1003,2744.021679,0,0,1,0,0,9002.696086
PEL_NQ_APO-1003,2744.383994,0,0,0,1,0,9003.884784
PEL_NQ_APO-1003,2744.45984,3,0,0,0,0,9004.133622
PEL_NQ_APO-1003,2744.804942,1,0,0,0,0,9005.265847
PEL_NQ_APO-1003,2744.809686,0,1,0,0,0,9005.28141
PEL_NQ_APO-1003,2744.859501,0,0,1,0,0,9005.444844
PEL_NQ_APO-1003,2745.263023,3,0,0,0,0,9006.768736
PEL_NQ_APO-1003,2745.634438,0,0,0,1,0,9007.98729
PEL_NQ_APO-1003,2745.638867,1,0,0,0,0,9008.001819
PEL_NQ_APO-1003,2745.643949,0,1,0,0,0,9008.018495
PEL_NQ_APO-1003,2745.697322,0,0,1,0,0,9008.193603
PEL_NQ_APO-1003,2746.066206,3,0,0,0,0,9009.403851
PEL_NQ_APO-1003,2746.472791,1,0,0,0,0,9010.737792
PEL_NQ_APO-1003,2746.478213,0,1,0,0,0,9010.755579
PEL_NQ_APO-1003,2746.535144,0,0,1,0,0,9010.942361
PEL_NQ_APO-1003,2746.869389,3,0,0,0,0,9012.038965
PEL_NQ_APO-1003,2746.884882,0,0,0,1,0,9012.089796
PEL_NQ_APO-1003,2747.306716,1,0,0,0,0,9013.473765
PEL_NQ_APO-1003,2747.312476,0,1,0,0,0,9013.492663
PEL_NQ_APO-1003,2747.372965,0,0,1,0,0,9013.691119
PEL_NQ_APO-1003,2747.672572,3,0,0,0,0,9014.67408
PEL_NQ_APO-1003,2748.135326,0,0,0,1,0,9016.192302
PEL_NQ_APO-1003,2748.14064,1,0,0,0,0,9016.209737
PEL_NQ_APO-1003,2748.146739,0,1,0,0,0,9016.229748
PEL_NQ_APO-1003,2748.210787,0,0,1,0,0,9016.439877
PEL_NQ_APO-1003,2748.475754,3,0,0,0,0,9017.309194
PEL_NQ_APO-1003,2748.974564,1,0,0,0,0,9018.94571
PEL_NQ_APO-1003,2748.981002,0,1,0,0,0,9018.966832
PEL_NQ_APO-1003,2749.048608,0,0,1,0,0,9019.188635
PEL_NQ_APO-1003,2749.278937,3,0,0,0,0,9019.944309
PEL_NQ_APO-1003,2749.38577,0,0,0,1,0,9020.294808
PEL_NQ_APO-1003,2749.808489,1,0,0,0,0,9021.681683
PEL_NQ_APO-1003,2749.815266,0,1,0,0,0,9021.703916
PEL_NQ_APO-1003,2749.88643,0,0,1,0,0,9021.937394
PEL_NQ_APO-1003,2750.08212,3,0,0,0,0,9022.579423
PEL_NQ_APO-1003,2750.283446,0,2,0,0,0,9023.239941
PEL_NQ_APO-1003,2750.636213,0,0,0,1,0,9024.397314
PEL_NQ_APO-1003,2750.642413,1,0,0,0,0,9024.417655
PEL_NQ_APO-1003,2750.649529,0,1,0,0,0,9024.441001
PEL_NQ_APO-1003,2750.724251,0,0,1,0,0,9024.686152
PEL_NQ_APO-1003,2750.885303,3,0,0,0,0,9025.214538
PEL_NQ_APO-1003,2751.476338,1,0,0,0,0,9027.153628
PEL_NQ_APO-1003,2751.483792,0,1,0,0,0,9027.178085
PEL_NQ_APO-1003,2751.551706,0,3,0,0,0,9027.4009
PEL_NQ_APO-1003,2751.562073,0,0,1,0,0,9027.43491
PEL_NQ_APO-1003,2751.688486,3,0,0,0,0,9027.849652
PEL_NQ_APO-1003,2751.846347,0,0,0,2,0,9028.36757
PEL_NQ_APO-1003,2751.886657,0,0,0,1,0,9028.49982
PEL_NQ_APO-1003,2752.310262,1,0,0,0,0,9029.889601
PEL_NQ_APO-1003,2752.318056,0,1,0,0,0,9029.915169
PEL_NQ_APO-1003,2752.399894,0,0,1,0,0,9030.183668
PEL_NQ_APO-1003,2752.491669,3,0,0,0,0,9030.484767
PEL_NQ_APO-1003,2753.137101,0,0,0,1,0,9032.602326
PEL_NQ_APO-1003,2753.144187,1,0,0,0,0,9032.625573
PEL_NQ_APO-1003,2753.152319,0,1,0,0,0,9032.652254
PEL_NQ_APO-1003,2753.237715,0,0,1,0,0,9032.932427
PEL_NQ_APO-1003,2753.294852,3,0,0,0,0,9033.119881
PEL_NQ_APO-1003,2753.978111,1,0,0,0,0,9035.361546
PEL_NQ_APO-1003,2753.986582,0,1,0,0,0,9035.389338
PEL_NQ_APO-1003,2754.075537,0,0,1,0,0,9035.681185
PEL_NQ_APO-1003,2754.098035,3,0,0,0,0,9035.754996
PEL_NQ_APO-1003,2754.387545,0,0,0,1,0,9036.704832
PEL_NQ_APO-1003,2754.812036,1,0,0,0,0,9038.097519
PEL_NQ_APO-1003,2754.820845,0,1,0,0,0,9038.126422
PEL_NQ_APO-1003,2754.901217,3,0,0,0,0,9038.39011
PEL_NQ_APO-1003,2754.913358,0,0,1,0,0,9038.429943
PEL_NQ_APO-1003,2755.637989,0,0,0,1,0,9040.807338
PEL_NQ_APO-1003,2755.64596,1,0,0,0,0,9040.833491
PEL_NQ_APO-1003,2755.655109,0,1,0,0,0,9040.863507
PEL_NQ_APO-1003,2755.7044,3,0,0,0,0,9041.025225
PEL_NQ_APO-1003,2755.75118,0,0,1,0,0,9041.178701
PEL_NQ_APO-1003,2756.479884,1,0,0,0,0,9043.569464
PEL_NQ_APO-1003,2756.489372,0,1,0,0,0,9043.600591
PEL_NQ_APO-1003,2756.507583,3,0,0,0,0,9043.660339
PEL_NQ_APO-1003,2756.589001,0,0,1,0,0,9043.927459
PEL_NQ_APO-1003,2756.888432,0,0,0,1,0,9044.909844
PEL_NQ_APO-1003,2757.310766,3,0,0,0,0,9046.295454
PEL_NQ_APO-1003,2757.313809,1,0,0,0,0,9046.305437
PEL_NQ_APO-1003,2757.323635,0,1,0,0,0,9046.337676
PEL_NQ_APO-1003,2757.426823,0,0,1,0,0,9046.676218
PEL_NQ_APO-1003,2758.107846,2,0,0,0,0,9048.910547
PEL_NQ_APO-1003,2758.113949,3,0,0,0,0,9048.930568
PEL_NQ_APO-1003,2758.138876,0,0,0,1,0,9049.012351
PEL_NQ_APO-1003,2758.147733,1,0,0,0,0,9049.041409
PEL_NQ_APO-1003,2758.157899,0,1,0,0,0,9049.07476
PEL_NQ_APO-1003,2758.264644,0,0,1,0,0,9049.424976
PEL_NQ_APO-1003,2758.917132,3,0,0,0,0,9051.565683
PEL_NQ_APO-1003,2758.981658,1,0,0,0,0,9051.777382
PEL_NQ_APO-1003,2758.992162,0,1,0,0,0,9051.811844
PEL_NQ_APO-1003,2759.102466,0,0,1,0,0,9052.173734
PEL_NQ_APO-1003,2759.38932,0,0,0,1,0,9053.114857
PEL_NQ_APO-1003,2759.420594,0,2,0,0,0,9053.217462
PEL_NQ_APO-1003,2759.720315,3,0,0,0,0,9054.200797
PEL_NQ_APO-1003,2759.759299,0,0,0,2,0,9054.328699
PEL_NQ_APO-1003,2759.815582,1,0,0,0,0,9054.513355
PEL_NQ_APO-1003,2759.826425,0,1,0,0,0,9054.548929
PEL_NQ_APO-1003,2759.940287,0,0,1,0,0,9054.922492
PEL_NQ_APO-1003,2760.523498,3,0,0,0,0,9056.835912
PEL_NQ_APO-1003,2760.639764,0,0,0,1,0,9057.217363
PEL_NQ_APO-1003,2760.649507,1,0,0,0,0,9057.249327
PEL_NQ_APO-1003,2760.660688,0,1,0,0,0,9057.286013
PEL_NQ_APO-1003,2760.778109,0,0,1,0,0,9057.671251
PEL_NQ_APO-1003,2761.32668,3,0,0,0,0,9059.471026
PEL_NQ_APO-1003,2761.483431,1,0,0,0,0,9059.9853
PEL_NQ_APO-1003,2761.494952,0,1,0,0,0,9060.023097
PEL_NQ_APO-1003,2761.61593,0,0,1,0,0,9060.420009
PEL_NQ_APO-1003,2761.890208,0,0,0,1,0,9061.319869
PEL_NQ_APO-1003,2762.129863,3,0,0,0,0,9062.106141
PEL_NQ_APO-1003,2762.317355,1,0,0,0,0,9062.721273
PEL_NQ_APO-1003,2762.329215,0,1,0,0,0,9062.760182
PEL_NQ_APO-1003,2762.453752,0,0,1,0,0,9063.168767
PEL_NQ_APO-1003,2762.933046,3,0,0,0,0,9064.741255
PEL_NQ_APO-1003,2763.140651,0,0,0,1,0,9065.422375
PEL_NQ_APO-1003,2763.15128,1,0,0,0,0,9065.457245
PEL_NQ_APO-1003,2763.163478,0,1,0,0,0,9065.497266
PEL_NQ_APO-1003,2763.291573,0,0,1,0,0,9065.917525
PEL_NQ_APO-1003,2763.736229,3,0,0,0,0,9067.37637
PEL_NQ_APO-1003,2763.985204,1,0,0,0,0,9068.193218
PEL_NQ_APO-1003,2763.997742,0,1,0,0,0,9068.23435
PEL_NQ_APO-1003,2764.129395,0,0,1,0,0,9068.666283
PEL_NQ_APO-1003,2764.391095,0,0,0,1,0,9069.524881
PEL_NQ_APO-1003,2764.539412,3,0,0,0,0,9070.011484
PEL_NQ_APO-1003,2764.819129,1,0,0,0,0,9070.929191
PEL_NQ_APO-1003,2764.832005,0,1,0,0,0,9070.971435
PEL_NQ_APO-1003,2764.967216,0,0,1,0,0,9071.415042
PEL_NQ_APO-1003,2765.066274,0,3,0,0,0,9071.740035
PEL_NQ_APO-1003,2765.342595,3,0,0,0,0,9072.646599
PEL_NQ_APO-1003,2765.641539,0,0,0,1,0,9073.627387
PEL_NQ_APO-1003,2765.653053,1,0,0,0,0,9073.665163
PEL_NQ_APO-1003,2765.666268,0,1,0,0,0,9073.708519
PEL_NQ_APO-1003,2765.805038,0,0,1,0,0,9074.1638
PEL_NQ_APO-1003,2766.145778,3,0,0,0,0,9075.281713
PEL_NQ_APO-1003,2766.486978,1,0,0,0,0,9076.401136
PEL_NQ_APO-1003,2766.500531,0,1,0,0,0,9076.445603
PEL_NQ_APO-1003,2766.642859,0,0,1,0,0,9076.912558
PEL_NQ_APO-1003,2766.891983,0,0,0,1,0,9077.729893
PEL_NQ_APO-1003,2766.948961,3,0,0,0,0,9077.916828
PEL_NQ_APO-1003,2767.320902,1,0,0,0,0,9079.137109
PEL_NQ_APO-1003,2767.334795,0,1,0,0,0,9079.182688
PEL_NQ_APO-1003,2767.480681,0,0,1,0,0,9079.661316
PEL_NQ_APO-1003,2767.672251,0,0,0,2,0,9080.289828
PEL_NQ_APO-1003,2767.752143,3,0,0,0,0,9080.551942
PEL_NQ_APO-1003,2768.142427,0,0,0,1,0,9081.832399
PEL_NQ_APO-1003,2768.154827,1,0,0,0,0,9081.873081
PEL_NQ_APO-1003,2768.169058,0,1,0,0,0,9081.919772
PEL_NQ_APO-1003,2768.318502,0,0,1,0,0,9082.410075
PEL_NQ_APO-1003,2768.555326,3,0,0,0,0,9083.187057
PEL_NQ_APO-1003,2768.557742,0,2,0,0,0,9083.194983
PEL_NQ_APO-1003,2768.988751,1,0,0,0,0,9084.609054
PEL_NQ_APO-1003,2769.003321,0,1,0,0,0,9084.656857
PEL_NQ_APO-1003,2769.156324,0,0,1,0,0,9085.158833
PEL_NQ_APO-1003,2769.358509,3,0,0,0,0,9085.822171
PEL_NQ_APO-1003,2769.39287,0,0,0,1,0,9085.934905
PEL_NQ_APO-1003,2769.822675,1,0,0,0,0,9087.345027
PEL_NQ_APO-1003,2769.837585,0,1,0,0,0,9087.393941
PEL_NQ_APO-1003,2769.994145,0,0,1,0,0,9087.907591
PEL_NQ_APO-1003,2770.161692,3,0,0,0,0,9088.457286
PEL_NQ_APO-1003,2770.643314,0,0,0,1,0,9090.037411
PEL_NQ_APO-1003,2770.6566,1,0,0,0,0,9090.080999
PEL_NQ_APO-1003,2770.671848,0,1,0,0,0,9090.131025
PEL_NQ_APO-1003,2770.831967,0,0,1,0,0,9090.656349
PEL_NQ_APO-1003,2770.964875,3,0,0,0,0,9091.0924
PEL_NQ_APO-1003,2771.490524,1,0,0,0,0,9092.816972
PEL_NQ_APO-1003,2771.506111,0,1,0,0,0,9092.86811
PEL_NQ_APO-1003,2771.669788,0,0,1,0,0,9093.405107
PEL_NQ_APO-1003,2771.768058,3,0,0,0,0,9093.727515
PEL_NQ_APO-1003,2771.893758,0,0,0,1,0,9094.139917
PEL_NQ_APO-1003,2772.324449,1,0,0,0,0,9095.552945
PEL_NQ_APO-1003,2772.340374,0,1,0,0,0,9095.605194
PEL_NQ_APO-1003,2772.50761,0,0,1,0,0,9096.153866
PEL_NQ_APO-1003,2772.571241,3,0,0,0,0,9096.362629
PEL_NQ_APO-1003,2773.144202,0,0,0,1,0,9098.242423
PEL_NQ_APO-1003,2773.158373,1,0,0,0,0,9098.288917
PEL_NQ_APO-1003,2773.174638,0,1,0,0,0,9098.342278
PEL_NQ_APO-1003,2773.345431,0,0,1,0,0,9098.902624
PEL_NQ_APO-1003,2773.374424,3,0,0,0,0,9098.997744
PEL_NQ_APO-1003,2773.992298,1,0,0,0,0,9101.02489
PEL_NQ_APO-1003,2774.008901,0,1,0,0,0,9101.079363
PEL_NQ_APO-1003,2774.177606,3,0,0,0,0,9101.632858
PEL_NQ_APO-1003,2774.183252,0,0,1,0,0,9101.651382
PEL_NQ_APO-1003,2774.394646,0,0,0,1,0,9102.344929
PEL_NQ_APO-1003,2774.826222,1,0,0,0,0,9103.760863
PEL_NQ_APO-1003,2774.843164,0,1,0,0,0,9103.816447
PEL_NQ_APO-1003,2774.980789,3,0,0,0,0,9104.267973
PEL_NQ_APO-1003,2775.021074,0,0,1,0,0,9104.40014
PEL_NQ_APO-1003,2775.585203,0,0,0,2,0,9106.250957
PEL_NQ_APO-1003,2775.64509,0,0,0,1,0,9106.447436
PEL_NQ_APO-1003,2775.660147,1,0,0,0,0,9106.496835
PEL_NQ_APO-1003,2775.677428,0,1,0,0,0,9106.553531
PEL_NQ_APO-1003,2775.783972,3,0,0,0,0,9106.903087
PEL_NQ_APO-1003,2775.858895,0,0,1,0,0,9107.148899
PEL_NQ_APO-1003,2776.494071,1,0,0,0,0,9109.232808
PEL_NQ_APO-1003,2776.511691,0,1,0,0,0,9109.290616
PEL_NQ_APO-1003,2776.587155,3,0,0,0,0,9109.538202
PEL_NQ_APO-1003,2776.696717,0,0,1,0,0,9109.897657
PEL_NQ_APO-1003,2776.895533,0,0,0,1,0,9110.549942
PEL_NQ_APO-1003,2777.327995,1,0,0,0,0,9111.968781
PEL_NQ_APO-1003,2777.345954,0,1,0,0,0,9112.0277
PEL_NQ_APO-1003,2777.390338,3,0,0,0,0,9112.173316
PEL_NQ_APO-1003,2777.534538,0,0,1,0,0,9112.646415
PEL_NQ_APO-1003,2777.69489,0,2,0,0,0,9113.172504
PEL_NQ_APO-1003,2778.145977,0,0,0,1,0,9114.652448
PEL_NQ_APO-1003,2778.16192,1,0,0,0,0,9114.704753
PEL_NQ_APO-1003,2778.180217,0,1,0,0,0,9114.764784
PEL_NQ_APO-1003,2778.193521,3,0,0,0,0,9114.808431
PEL_NQ_APO-1003,2778.37236,0,0,1,0,0,9115.395173
PEL_NQ_APO-1003,2778.580842,0,3,0,0,0,9116.079169
PEL_NQ_APO-1003,2778.995844,1,0,0,0,0,9117.440726
PEL_NQ_APO-1003,2778.996704,3,0,0,0,0,9117.443545
PEL_NQ_APO-1003,2779.014481,0,1,0,0,0,9117.501869
PEL_NQ_APO-1003,2779.210181,0,0,1,0,0,9118.143931
PEL_NQ_APO-1003,2779.396421,0,0,0,1,0,9118.754954
PEL_NQ_APO-1003,2779.799887,3,0,0,0,0,9120.07866
PEL_NQ_APO-1003,2779.829769,1,0,0,0,0,9120.176699
PEL_NQ_APO-1003,2779.848744,0,1,0,0,0,9120.238953
PEL_NQ_APO-1003,2780.048003,0,0,1,0,0,9120.89269
PEL_NQ_APO-1003,2780.603069,3,0,0,0,0,9122.713774
PEL_NQ_APO-1003,2780.646865,0,0,0,1,0,9122.85746
PEL_NQ_APO-1003,2780.663693,1,0,0,0,0,9122.912671
PEL_NQ_APO-1003,2780.683007,0,1,0,0,0,9122.976038
PEL_NQ_APO-1003,2780.885824,0,0,1,0,0,9123.641448
PEL_NQ_APO-1003,2781.406252,3,0,0,0,0,9125.348889
PEL_NQ_APO-1003,2781.497618,1,0,0,0,0,9125.648644
PEL_NQ_APO-1003,2781.517271,0,1,0,0,0,9125.713122
PEL_NQ_APO-1003,2781.723646,0,0,1,0,0,9126.390206
PEL_NQ_APO-1003,2781.897309,0,0,0,1,0,9126.959966
PEL_NQ_APO-1003,2782.209435,3,0,0,0,0,9127.984003
PEL_NQ_APO-1003,2782.331542,1,0,0,0,0,9128.384617
PEL_NQ_APO-1003,2782.351534,0,1,0,0,0,9128.450206
PEL_NQ_APO-1003,2782.561467,0,0,1,0,0,9129.138964
PEL_NQ_APO-1003,2783.012618,3,0,0,0,0,9130.619118
PEL_NQ_APO-1003,2783.147752,0,0,0,1,0,9131.062472
PEL_NQ_APO-1003,2783.165467,1,0,0,0,0,9131.120589
PEL_NQ_APO-1003,2783.185797,0,1,0,0,0,9131.187291
PEL_NQ_APO-1003,2783.399289,0,0,1,0,0,9131.887722
PEL_NQ_APO-1003,2783.498155,0,0,0,2,0,9132.212086
PEL_NQ_APO-1003,2783.815801,3,0,0,0,0,9133.254232
PEL_NQ_APO-1003,2783.999391,1,0,0,0,0,9133.856562
PEL_NQ_APO-1003,2784.02006,0,1,0,0,0,9133.924375
PEL_NQ_APO-1003,2784.23711,0,0,1,0,0,9134.636481
PEL_NQ_APO-1003,2784.398196,0,0,0,1,0,9135.164978
PEL_NQ_APO-1003,2784.618984,3,0,0,0,0,9135.889347
PEL_NQ_APO-1003,2784.833315,1,0,0,0,0,9136.592535
PEL_NQ_APO-1003,2784.854324,0,1,0,0,0,9136.661459
PEL_NQ_APO-1003,2785.074932,0,0,1,0,0,9137.385239
PEL_NQ_APO-1003,2785.422167,3,0,0,0,0,9138.524461
PEL_NQ_APO-1003,2785.64864,0,0,0,1,0,9139.267484
PEL_NQ_APO-1003,2785.66724,1,0,0,0,0,9139.328507
PEL_NQ_APO-1003,2785.688587,0,1,0,0,0,9139.398544
PEL_NQ_APO-1003,2785.912753,0,0,1,0,0,9140.133997
PEL_NQ_APO-1003,2786.22535,3,0,0,0,0,9141.159576
PEL_NQ_APO-1003,2786.501164,1,0,0,0,0,9142.06448
PEL_NQ_APO-1003,2786.52285,0,1,0,0,0,9142.135628
PEL_NQ_APO-1003,2786.750575,0,0,1,0,0,9142.882755
PEL_NQ_APO-1003,2786.832038,0,2,0,0,0,9143.150024
PEL_NQ_APO-1003,2786.899084,0,0,0,1,0,9143.36999
PEL_NQ_APO-1003,2787.028532,3,0,0,0,0,9143.79469
PEL_NQ_APO-1003,2787.335089,1,0,0,0,0,9144.800453
PEL_NQ_APO-1003,2787.357114,0,1,0,0,0,9144.872712
PEL_NQ_APO-1003,2787.588396,0,0,1,0,0,9145.631514
PEL_NQ_APO-1003,2787.831715,3,0,0,0,0,9146.429805
PEL_NQ_APO-1003,2788.149528,0,0,0,1,0,9147.472496
PEL_NQ_APO-1003,2788.169013,1,0,0,0,0,9147.536425
PEL_NQ_APO-1003,2788.191377,0,1,0,0,0,9147.609797
PEL_NQ_APO-1003,2788.426218,0,0,1,0,0,9148.380272
PEL_NQ_APO-1003,2788.634898,3,0,0,0,0,9149.064919
PEL_NQ_APO-1003,2789.002938,1,0,0,0,0,9150.272398
PEL_NQ_APO-1003,2789.02564,0,1,0,0,0,9150.346881
PEL_NQ_APO-1003,2789.264039,0,0,1,0,0,9151.12903
PEL_NQ_APO-1003,2789.399971,0,0,0,1,0,9151.575002
PEL_NQ_APO-1003,2789.438081,3,0,0,0,0,9151.700034
PEL_NQ_APO-1003,2789.836862,1,0,0,0,0,9153.008371
PEL_NQ_APO-1003,2789.859903,0,1,0,0,0,9153.083965
PEL_NQ_APO-1003,2790.101861,0,0,1,0,0,9153.877788
PEL_NQ_APO-1003,2790.241264,3,0,0,0,0,9154.335148
PEL_NQ_APO-1003,2790.650415,0,0,0,1,0,9155.677508
PEL_NQ_APO-1003,2790.670787,1,0,0,0,0,9155.744343
PEL_NQ_APO-1003,2790.694167,0,1,0,0,0,9155.82105
PEL_NQ_APO-1003,2790.939682,0,0,1,0,0,9156.626546
PEL_NQ_APO-1003,2791.044447,3,0,0,0,0,9156.970263
PEL_NQ_APO-1003,2791.411106,0,0,0,2,0,9158.173215
PEL_NQ_APO-1003,2791.504711,1,0,0,0,0,9158.480316
PEL_NQ_APO-1003,2791.52843,0,1,0,0,0,9158.558134
PEL_NQ_APO-1003,2791.777504,0,0,1,0,0,9159.375305
PEL_NQ_APO-1003,2791.84763,3,0,0,0,0,9159.605377
PEL_NQ_APO-1003,2791.900859,0,0,0,1,0,9159.780014
PEL_NQ_APO-1003,2792.09541,0,3,0,0,0,9160.418303
PEL_NQ_APO-1003,2792.338635,1,0,0,0,0,9161.216289
PEL_NQ_APO-1003,2792.362693,0,1,0,0,0,9161.295219
PEL_NQ_APO-1003,2792.615325,0,0,1,0,0,9162.124063
PEL_NQ_APO-1003,2792.650812,3,0,0,0,0,9162.240492
PEL_NQ_APO-1003,2793.151303,0,0,0,1,0,9163.88252
PEL_NQ_APO-1003,2793.17256,1,0,0,0,0,9163.952261
PEL_NQ_APO-1003,2793.196957,0,1,0,0,0,9164.032303
PEL_NQ_APO-1003,2793.453146,0,0,1,0,0,9164.872821
PEL_NQ_APO-1003,2793.453995,3,0,0,0,0,9164.875606
PEL_NQ_APO-1003,2794.006484,1,0,0,0,0,9166.688234
PEL_NQ_APO-1003,2794.03122,0,1,0,0,0,9166.769387
PEL_NQ_APO-1003,2794.257178,3,0,0,0,0,9167.510721
PEL_NQ_APO-1003,2794.290968,0,0,1,0,0,9167.621579
PEL_NQ_APO-1003,2794.401747,0,0,0,1,0,9167.985027
PEL_NQ_APO-1003,2794.840409,1,0,0,0,0,9169.424207
PEL_NQ_APO-1003,2794.865483,0,1,0,0,0,9169.506472
PEL_NQ_APO-1003,2795.060361,3,0,0,0,0,9170.145835
PEL_NQ_APO-1003,2795.128789,0,0,1,0,0,9170.370338
PEL_NQ_APO-1003,2795.65219,0,0,0,1,0,9172.087533
PEL_NQ_APO-1003,2795.674333,1,0,0,0,0,9172.160179
PEL_NQ_APO-1003,2795.699746,0,1,0,0,0,9172.243556
PEL_NQ_APO-1003,2795.863544,3,0,0,0,0,9172.78095
PEL_NQ_APO-1003,2795.966611,0,0,1,0,0,9173.119096
PEL_NQ_APO-1003,2795.969186,0,2,0,0,0,9173.127545
PEL_NQ_APO-1003,2796.508258,1,0,0,0,0,9174.896152
PEL_NQ_APO-1003,2796.53401,0,1,0,0,0,9174.98064
PEL_NQ_APO-1003,2796.666727,3,0,0,0,0,9175.416064
PEL_NQ_APO-1003,2796.804432,0,0,1,0,0,9175.867854
PEL_NQ_APO-1003,2796.902634,0,0,0,1,0,9176.190039
PEL_NQ_APO-1003,2797.342182,1,0,0,0,0,9177.632125
PEL_NQ_APO-1003,2797.368273,0,1,0,0,0,9177.717725
PEL_NQ_APO-1003,2797.46991,3,0,0,0,0,9178.051179
PEL_NQ_APO-1003,2797.642254,0,0,1,0,0,9178.616612
PEL_NQ_APO-1003,2798.153078,0,0,0,1,0,9180.292545
PEL_NQ_APO-1003,2798.176107,1,0,0,0,0,9180.368097
PEL_NQ_APO-1003,2798.202536,0,1,0,0,0,9180.454809
PEL_NQ_APO-1003,2798.273093,3,0,0,0,0,9180.686293
PEL_NQ_APO-1003,2798.480075,0,0,1,0,0,9181.36537
PEL_NQ_APO-1003,2799.010031,1,0,0,0,0,9183.10407
PEL_NQ_APO-1003,2799.0368,0,1,0,0,0,9183.191893
PEL_NQ_APO-1003,2799.076275,3,0,0,0,0,9183.321408
PEL_NQ_APO-1003,2799.317897,0,0,1,0,0,9184.114129
